locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS12590	hypothetical protein	WP_034473244.1					-	-	-	-	-	-	-	-
NCS66_RS12600	NAD(P)-dependent oxidoreductase	WP_284508034.1	NAD binding|0051287||IEA				-	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	-	-	-	-	-	NAD_binding_11,NAD_binding_2
NCS66_RS12605	Mut7-C RNAse domain-containing protein	WP_033536938.1					-	Mut7-C RNAse domain	ko:K09122	-	ko00000	-	-	Mut7-C,Ub-Mut7C
NCS66_RS12610	hypothetical protein	WP_008352684.1					-	-	-	-	-	-	-	-
NCS66_RS12615	type II toxin-antitoxin system YoeB family toxin	WP_250460299.1	endonuclease activity|0004519||IEA	RNA catabolic process|0006401||IEA			-	YoeB-like toxin of bacterial type II toxin-antitoxin system	ko:K19158	-	ko00000,ko01000,ko02048	-	-	YoeB_toxin
NCS66_RS12630	high-potential iron-sulfur protein	WP_008352676.1					-	Specific class of high-redox-potential 4Fe-4S ferredoxins. Functions in anaerobic electron transport in most purple and in some other photosynthetic bacteria and in at least one genus (Paracoccus) of halophilic, denitrifying bacteria	-	-	-	-	-	HIPIP
NCS66_RS12635	NAD(P)/FAD-dependent oxidoreductase	WP_175979601.1					-	Fad dependent oxidoreductase	-	-	-	-	-	DAO
NCS66_RS12640	AAA family ATPase	WP_008352674.1	ATP hydrolysis activity|0016887||IEA				-	PFAM AAA ATPase central domain protein	ko:K01338	-	ko00000,ko00001,ko01000,ko01002	-	-	AAA
NCS66_RS12645	hypothetical protein	WP_008352673.1					-	-	-	-	-	-	-	-
NCS66_RS12650	endonuclease/exonuclease/phosphatase family protein	WP_008352672.1	catalytic activity|0003824||IEA				-	Endonuclease Exonuclease phosphatase	-	-	-	-	-	Exo_endo_phos
NCS66_RS12655	response regulator	WP_008352671.1	phosphorelay response regulator activity|0000156||IEA	phosphorelay signal transduction system|0000160||IEA			-	cheY-homologous receiver domain	-	-	-	-	-	Response_reg
NCS66_RS12660	DUF2778 domain-containing protein	WP_175979602.1					-	Protein of unknown function (DUF2778)	-	-	-	-	-	DUF2778
NCS66_RS12665	hypothetical protein	WP_175979603.1					-	-	-	-	-	-	-	-
NCS66_RS12670	alpha-ketoglutarate-dependent dioxygenase AlkB	WP_175979604.1					-	2OG-Fe(II) oxygenase	-	-	-	-	-	2OG-FeII_Oxy_2
NCS66_RS12675	RidA family protein	WP_033536940.1	hydrolase activity|0016787||IEA				-	endoribonuclease L-PSP	ko:K09022	-	ko00000,ko01000	-	-	Ribonuc_L-PSP
NCS66_RS12685	GGDEF domain-containing protein	WP_250480731.1	metal ion binding|0046872||IEA		plasma membrane|0005886||IEA		-	Diguanylate cyclase	-	-	-	-	-	GGDEF
NCS66_RS12690	hypothetical protein	WP_008352663.1					-	-	-	-	-	-	-	-
NCS66_RS12700	hypothetical protein	WP_144403794.1					-	-	-	-	-	-	-	-
NCS66_RS12705	DUF72 domain-containing protein	WP_033536945.1					-	Protein of unknown function DUF72	-	-	-	-	-	DUF72
NCS66_RS12715	MFS transporter	WP_235366315.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1
NCS66_RS12730	FadR/GntR family transcriptional regulator	WP_250480732.1	DNA-binding transcription factor activity|0003700||IEA				-	Regulatory protein GntR HTH	ko:K05799	-	ko00000,ko03000	-	-	FCD,GntR
NCS66_RS12755	dihydroneopterin aldolase	WP_008352641.1					-	dihydroneopterin aldolase	ko:K01633	M00126,M00840	ko00000,ko00001,ko00002,ko01000	-	-	FolB
NCS66_RS12760	SDR family oxidoreductase	WP_239295471.1	oxidoreductase activity|0016491||IEA				-	Short-chain dehydrogenase reductase sdr	-	-	-	-	-	adh_short_C2
NCS66_RS12765	SAM-dependent methyltransferase	WP_250480735.1					-	Putative S-adenosyl-L-methionine-dependent methyltransferase	-	-	-	-	-	Methyltransf_28
NCS66_RS12770	DUF2905 domain-containing protein	WP_008352638.1					-	Protein of unknown function (DUF2905)	-	-	-	-	-	DUF2905
NCS66_RS12785	complex I NDUFA9 subunit family protein	WP_008352635.1					-	Nad-dependent epimerase dehydratase	ko:K00329,ko:K00356	-	ko00000,ko00001,ko01000	-	-	Epimerase,NAD_binding_10
NCS66_RS12790	lytic transglycosylase domain-containing protein	WP_175979617.1					-	lytic transglycosylase	ko:K08309	-	ko00000,ko01000,ko01011	-	GH23	SLT,SLT_L
NCS66_RS12800	winged helix DNA-binding protein	WP_008352632.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein, MarR	-	-	-	-	-	HTH_27
NCS66_RS12820	DUF969 domain-containing protein	WP_008352624.1					-	Protein of unknown function (DUF969)	-	-	-	-	-	DUF969
NCS66_RS12825	DUF979 domain-containing protein	WP_175979618.1					-	Protein of unknown function (DUF979)	-	-	-	-	-	DUF979
NCS66_RS12860	hypothetical protein	WP_250480738.1					-	Polysaccharide biosynthesis protein	-	-	-	-	-	Polysacc_synt_3,Polysacc_synt_C
NCS66_RS12865	glycosyltransferase	WP_250480739.1	glycosyltransferase activity|0016757||IEA				-	Glycosyl transferases group 1	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
NCS66_RS12870	hypothetical protein	WP_250480769.1					-	-	ko:K20947	-	ko00000,ko00001	-	-	-
NCS66_RS12875	VpsF family polysaccharide biosynthesis protein	WP_250480768.1					-	-	ko:K20947	-	ko00000,ko00001	-	-	-
NCS66_RS12880	glycosyltransferase family 4 protein	WP_250480740.1	glycosyltransferase activity|0016757||IEA				-	PFAM glycosyl transferase group 1	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
NCS66_RS12885	WecB/TagA/CpsF family glycosyltransferase	WP_279613007.1					-	Belongs to the glycosyltransferase 26 family	ko:K05946,ko:K13660	-	ko00000,ko00001,ko01000,ko01003	-	GT26	Glyco_tran_WecB
NCS66_RS12890	heparin lyase I family protein	WP_175979629.1					-	Polysaccharide lyase	-	-	-	-	-	Polysacc_lyase
NCS66_RS12895	TraB/GumN family protein	WP_175979630.1					-	GumN family	ko:K09973	-	ko00000	-	-	TraB
NCS66_RS12930	phage holin family protein	WP_061132442.1			membrane|0016020||IEA		-	PFAM membrane protein of	ko:K08972	-	ko00000	-	-	Phage_holin_4_2
NCS66_RS12950	LysR family transcriptional regulator	WP_008352602.1					-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS12955	OmpA family protein	WP_034473261.1					-	OmpA family	-	-	-	-	-	DUF937,OmpA
NCS66_RS12965	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	WP_250480743.1		protein secretion|0009306||IEA	membrane|0016020||IEA		-	FlhB HrpN YscU SpaS Family	ko:K04061	-	ko00000,ko02044	-	-	Bac_export_2
NCS66_RS12970	flagellar hook-length control protein FliK	WP_250480744.1					-	Flagellar hook-length control protein FliK	-	-	-	-	-	Flg_hook
NCS66_RS12975	flagellar protein FliT	WP_033536661.1					-	flagellar	ko:K02423	-	ko00000,ko00001,ko02035	-	-	FliT
NCS66_RS12985	flagellar hook-basal body complex protein FliE	WP_008352588.1	cytoskeletal motor activity|0003774||IEA	bacterial-type flagellum-dependent cell motility|0071973||IEA	bacterial-type flagellum basal body, MS ring|0009431||IEA	fliE	-	Flagellar hook-basal body complex protein FliE	ko:K02408	-	ko00000,ko00001,ko02035	-	-	FliE
NCS66_RS13010	flagellar export protein FliJ	WP_008352578.1	cytoskeletal motor activity|0003774||IEA	bacterial-type flagellum-dependent cell motility|0071973||IEA	membrane|0016020||IEA	fliJ	-	Flagellar export protein FliJ	ko:K02413	-	ko00000,ko00001,ko02035	-	-	FliJ
NCS66_RS13015	flagellar hook-length control protein FliK	WP_250480745.1					-	Flagellar hook-length control protein	ko:K02414	-	ko00000,ko00001,ko02035	-	-	Flg_hook
NCS66_RS13025	hypothetical protein	WP_250480747.1					-	surface antigen variable number repeat protein	ko:K07001	-	ko00000	-	-	Bac_surface_Ag,POTRA,Patatin
NCS66_RS13035	flagellar basal body-associated protein FliL	WP_034473275.1		bacterial-type flagellum-dependent cell motility|0071973||IEA	bacterial-type flagellum basal body|0009425||IEA	fliL	-	Controls the rotational direction of flagella during chemotaxis	ko:K02415	-	ko00000,ko02035	-	-	FliL
NCS66_RS13070	hypothetical protein	WP_235366282.1					-	-	-	-	-	-	-	-
NCS66_RS13075	flagellar hook-associated protein FlgL	WP_034473278.1	structural molecule activity|0005198||IEA	cilium or flagellum-dependent cell motility|0001539||IEA	bacterial-type flagellum hook|0009424||IEA	flgL	-	Flagellar hook-associated protein 3	ko:K02397	-	ko00000,ko00001,ko02035	-	-	Flagellin_C,Flagellin_N
NCS66_RS13080	flagellar hook-associated protein FlgK	WP_008352554.1	structural molecule activity|0005198||IEA	cilium or flagellum-dependent cell motility|0001539||IEA	bacterial-type flagellum hook|0009424||IEA	flgK	-	flagellar hook-associated protein	ko:K02396	-	ko00000,ko00001,ko02035	-	-	Flg_bb_rod,Flg_bbr_C
NCS66_RS13090	flagellar brake protein	WP_008352549.1					-	Acts as a flagellar brake, regulating swimming and swarming in a bis-(3'-5') cyclic diguanylic acid (c-di-GMP)- dependent manner. Binds 1 c-di-GMP dimer per subunit. Increasing levels of c-di-GMP lead to decreased motility	-	-	-	-	-	PilZ,YcgR
NCS66_RS13095	flagellar assembly peptidoglycan hydrolase FlgJ	WP_051996850.1	hydrolase activity, acting on glycosyl bonds|0016798||IEA	cilium or flagellum-dependent cell motility|0001539||IEA		flgJ	-	Flagellar rod assembly protein muramidase FlgJ	ko:K02395	-	ko00000,ko02035	-	-	Glucosaminidase,Rod-binding
NCS66_RS13140	flagellar basal body P-ring formation chaperone FlgA	WP_250480750.1	structural molecule activity|0005198||IEA	cilium or flagellum-dependent cell motility|0001539||IEA	bacterial-type flagellum basal body, distal rod, P ring|0009428||IEA	flgA	-	Flagella basal body p-ring formation protein	ko:K02386	-	ko00000,ko00001,ko02035	-	-	ChapFlgA
NCS66_RS13145	flagellar biosynthesis anti-sigma factor FlgM	WP_033536654.1		negative regulation of DNA-templated transcription|0045892||IEA		flgM	-	factor FlgM	ko:K02398	-	ko00000,ko00001,ko02035	-	-	FlgM
NCS66_RS13150	flagellar protein FlgN	WP_008352534.1					-	PFAM FlgN family protein	ko:K02399	-	ko00000,ko00001,ko02035	-	-	FlgN
NCS66_RS13165	hypothetical protein	WP_250480751.1					-	-	-	-	-	-	-	-
NCS66_RS13175	alginate lyase family protein	WP_235366281.1					-	Alginate lyase	-	-	-	-	-	Alginate_lyase
NCS66_RS13195	hypothetical protein	WP_008352517.1					-	-	-	-	-	-	-	-
NCS66_RS13210	c-type cytochrome	WP_239295432.1	heme binding|0020037||IEA				-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrome_CBB3
NCS66_RS13220	aromatic ring-hydroxylating dioxygenase subunit alpha	WP_239295431.1	2 iron, 2 sulfur cluster binding|0051537||IEA				-	Rieske [2Fe-2S] domain	ko:K19982	M00790	ko00000,ko00001,ko00002,ko01000	-	-	Rieske
NCS66_RS13225	GGDEF domain-containing protein	WP_008352510.1	metal ion binding|0046872||IEA		plasma membrane|0005886||IEA		-	diguanylate cyclase	ko:K21023	-	ko00000,ko00001,ko01000	-	-	GGDEF
NCS66_RS13235	flagellar biosynthesis protein FlhG	WP_034472320.1					-	Belongs to the ParA family	ko:K04562	-	ko00000,ko02035	-	-	AAA_31,CbiA
NCS66_RS13240	flagellar biosynthesis protein FlhF	WP_239295429.1	GTP binding|0005525||IEA	bacterial-type flagellum organization|0044781||IEA		flhF	-	PFAM GTP-binding signal recognition particle SRP54 G- domain	ko:K02404	-	ko00000,ko02035	-	-	SRP54
NCS66_RS13250	PepSY domain-containing protein	WP_008352500.1					-	Peptidase propeptide and YPEB domain	-	-	-	-	-	PepSY_2
NCS66_RS13255	cytochrome b/b6 domain-containing protein	WP_239295428.1	electron transfer activity|0009055||IEA		membrane|0016020||IEA		-	Prokaryotic cytochrome b561	-	-	-	-	-	Ni_hydr_CYTB
NCS66_RS13260	NYN domain-containing protein	WP_239295427.1	RNA nuclease activity|0004540||IEA				-	NYN domain	-	-	-	-	-	CSD,NYN
NCS66_RS13275	hypothetical protein	WP_160172900.1					-	-	-	-	-	-	-	-
NCS66_RS13295	alpha/beta hydrolase	WP_250480758.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	ko:K01066	-	ko00000,ko01000	-	-	Abhydrolase_3
NCS66_RS13300	AMP-binding protein	WP_008352482.1					-	PFAM AMP-dependent synthetase and ligase	ko:K00666	-	ko00000,ko01000,ko01004	-	-	AMP-binding,AMP-binding_C
NCS66_RS13355	ParB/RepB/Spo0J family partition protein	WP_008352449.1	DNA binding|0003677||IEA	chromosome segregation|0007059||IEA			-	Belongs to the ParB family	ko:K03497	-	ko00000,ko03000,ko03036,ko04812	-	-	ParBc
NCS66_RS13360	AAA family ATPase	WP_008352447.1	ATP hydrolysis activity|0016887||IEA	chromosome segregation|0007059||IEA			-	PFAM Cobyrinic acid a,c-diamide synthase	ko:K03496	-	ko00000,ko03036,ko04812	-	-	AAA_31
NCS66_RS13430	LysR family transcriptional regulator	WP_239294376.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	transcriptional Regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS13440	Lrp/AsnC family transcriptional regulator	WP_008352422.1	DNA binding|0003677||IEA				-	AsnC family transcriptional regulator	-	-	-	-	-	AsnC_trans_reg,HTH_24,HTH_AsnC-type
NCS66_RS13445	DUF3717 domain-containing protein	WP_008352420.1					-	Protein of unknown function (DUF3717)	-	-	-	-	-	DUF3717
NCS66_RS13455	sensor histidine kinase	WP_175979872.1					-	histidine kinase HAMP region domain protein	-	-	-	-	-	2CSK_N,HATPase_c,HisKA
NCS66_RS13460	SET domain-containing protein-lysine N-methyltransferase	WP_075583516.1	protein binding|0005515||IEA				-	Nuclear protein SET	ko:K07117	-	ko00000	-	-	SET
NCS66_RS13465	NADH:flavin oxidoreductase/NADH oxidase	WP_250480765.1					-	NADH flavin oxidoreductase NADH oxidase	ko:K00219	-	ko00000,ko01000	-	-	Oxidored_FMN
NCS66_RS13480	MarR family winged helix-turn-helix transcriptional regulator	WP_008352413.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Regulatory protein MarR	-	-	-	-	-	MarR_2
NCS66_RS13490	cation:proton antiporter	WP_008352411.1	antiporter activity|0015297||IEA	proton transmembrane transport|1902600||IEA	membrane|0016020||IEA		-	Pfam Sodium hydrogen exchanger	-	-	-	-	-	Na_H_Exchanger
NCS66_RS13495	bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	WP_250480770.1	oxidoreductase activity|0016491||IEA	tRNA processing|0008033||IEA		mnmC	-	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34	ko:K15461	-	ko00000,ko01000,ko03016	-	-	DAO,Methyltransf_30
NCS66_RS13500	VTT domain-containing protein	WP_008352407.1					-	SMART Rhodanese domain protein	-	-	-	-	-	Rhodanese,SNARE_assoc
NCS66_RS13510	GTP-binding protein	WP_250480771.1					-	cobalamin synthesis protein, P47K	-	-	-	-	-	CobW_C,cobW
NCS66_RS13515	lytic transglycosylase domain-containing protein	WP_033536472.1					-	PFAM Lytic transglycosylase catalytic	-	-	-	-	-	SLT
NCS66_RS13580	efflux transporter outer membrane subunit	WP_034472334.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	RND efflux system, outer membrane lipoprotein, NodT family	-	-	-	-	-	OEP
NCS66_RS13585	hypothetical protein	WP_250480776.1					-	-	-	-	-	-	-	-
NCS66_RS13590	MarR family transcriptional regulator	WP_008352379.1	DNA-binding transcription factor activity|0003700||IEA				-	PFAM regulatory protein, MarR	-	-	-	-	-	MarR,MarR_2
NCS66_RS13600	hypothetical protein	WP_008352375.1					-	-	-	-	-	-	-	-
NCS66_RS13645	DUF484 family protein	WP_008352358.1					-	Protein of unknown function, DUF484	ko:K09921	-	ko00000	-	-	DUF484
NCS66_RS13655	lipid A biosynthesis lauroyl acyltransferase	WP_008352354.1					-	lipid A biosynthesis	ko:K02517,ko:K12974	M00060	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	Lip_A_acyltrans
NCS66_RS13670	hypothetical protein	WP_174447735.1					-	-	-	-	-	-	-	-
NCS66_RS13675	phytanoyl-CoA dioxygenase family protein	WP_008352350.1					-	phytanoyl-CoA dioxygenase	ko:K00477	-	ko00000,ko00001,ko01000	-	-	PhyH
NCS66_RS13680	DUF3185 family protein	WP_008352349.1					-	Protein of unknown function (DUF3185)	-	-	-	-	-	DUF3185
NCS66_RS13700	ATP-binding protein	WP_250435379.1					-	PFAM ATP-binding region, ATPase domain protein	-	-	-	-	-	HATPase_c,HisKA_3
NCS66_RS13720	xanthine dehydrogenase family protein molybdopterin-binding subunit	WP_175979680.1	molybdopterin cofactor binding|0043546||IEA				-	Aldehyde oxidase and xanthine dehydrogenase	ko:K03520	-	ko00000,ko01000	-	-	Ald_Xan_dh_C,Ald_Xan_dh_C2
NCS66_RS13725	xanthine dehydrogenase family protein subunit M	WP_008352333.1					-	Dehydrogenase	ko:K03519	-	ko00000,ko01000	-	-	CO_deh_flav_C,FAD_binding_5
NCS66_RS13730	MoxR family ATPase	WP_008352332.1	ATP hydrolysis activity|0016887||IEA				-	PFAM ATPase associated with various cellular activities, AAA_5	-	-	-	-	-	AAA_5
NCS66_RS13735	VWA domain-containing protein	WP_241814029.1					-	VWA containing CoxE family protein	ko:K07161	-	ko00000	-	-	VWA_CoxE
NCS66_RS13740	carbon monoxide dehydrogenase subunit G	WP_008352328.1					-	carbon monoxide dehydrogenase	ko:K09386	-	ko00000	-	-	COXG
NCS66_RS13745	XdhC family protein	WP_175979682.1					-	XdhC and CoxI family	ko:K07402	-	ko00000	-	-	XdhC_C,XdhC_CoxI
NCS66_RS13750	PepSY domain-containing protein	WP_250480780.1					-	PepSY-associated TM region	-	-	-	-	-	PepSY,PepSY_TM
NCS66_RS13755	PepSY-associated TM helix domain-containing protein	WP_175979683.1					-	PFAM PepSY-associated TM helix domain protein	ko:K09939	-	ko00000	-	-	PepSY_TM_like_2
NCS66_RS13765	hypothetical protein	WP_008352308.1					-	-	-	-	-	-	-	-
NCS66_RS13775	hypothetical protein	WP_175979685.1					-	-	-	-	-	-	-	-
NCS66_RS13780	dienelactone hydrolase family protein	WP_008352303.1	hydrolase activity|0016787||IEA		cytosol|0005829||IEA		-	Carboxymethylenebutenolidase	ko:K01061	-	ko00000,ko00001,ko01000	-	-	DLH
NCS66_RS13790	MFS transporter	WP_033536476.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1
NCS66_RS13795	CREG family protein	WP_250480781.1					-	PFAM pyridoxamine 5'-phosphate oxidase-related, FMN-binding	ko:K07226	-	ko00000	-	-	DUF2470,Putative_PNPOx,Pyrid_oxidase_2
NCS66_RS13800	H-NS histone family protein	WP_008352299.1					-	Histone family protein nucleoid-structuring protein H-NS	ko:K03746	-	ko00000,ko03036,ko03400	-	-	Histone_HNS
NCS66_RS13810	exonuclease	WP_175979687.1					-	Exonuclease	-	-	-	-	-	-
NCS66_RS13820	septal ring lytic transglycosylase RlpA family protein	WP_033536464.1					-	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	ko:K03642	-	ko00000	-	-	DPBB_1
NCS66_RS13840	BON domain-containing protein	WP_008352287.1					-	PFAM transport-associated	-	-	-	-	-	BON
NCS66_RS13855	IS110 family transposase	WP_250480782.1	transposase activity|0004803||IEA	DNA transposition|0006313||IEA			-	Transposase	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
NCS66_RS13860	IS21 family transposase	WP_250480783.1	transposase activity|0004803||IEA			istA	-	Integrase core domain	-	-	-	-	-	HTH_38,rve
NCS66_RS13865	IS21-like element helper ATPase IstB	WP_250480784.1	ATP binding|0005524||IEA			istB	-	PFAM IstB domain protein ATP-binding protein	-	-	-	-	-	IstB_IS21
NCS66_RS13875	pentapeptide repeat-containing protein	WP_250480785.1					-	protein homooligomerization	-	-	-	-	-	His_kinase,Pentapeptide,Pentapeptide_4,SopA_C
NCS66_RS34340	Rap1a/Tai family immunity protein	WP_350029967.1					-	-	-	-	-	-	-	-
NCS66_RS13890	translesion DNA synthesis-associated protein ImuA	WP_250480786.1		negative regulation of cell division|0051782||IEA		imuA	-	Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1 1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division	ko:K14160	-	ko00000,ko03400	-	-	-
