#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_CP084250.1_cds_WP_248321860.1_932,1071679.BG57_30775,1.55e-24,101.0,"2AH5P@1|root,317FG@2|Bacteria,1PYRW@1224|Proteobacteria,2WDWH@28216|Betaproteobacteria,1KB51@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248321862.1_933,266265.Bxe_A1550,1.65e-06,49.7,"2AGWM@1|root,31752@2|Bacteria,1PYDU@1224|Proteobacteria,2WDM8@28216|Betaproteobacteria,1KAK1@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248321864.1_934,1097668.BYI23_A009130,1.61e-258,712.0,"COG1448@1|root,COG1448@2|Bacteria,1MUT0@1224|Proteobacteria,2VHNH@28216|Betaproteobacteria,1K0DJ@119060|Burkholderiaceae",28216|Betaproteobacteria,E,PFAM aminotransferase class I and II,tyrB,-,2.6.1.57,ko:K00832,"ko00270,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01230,map00270,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01230","M00024,M00025,M00034,M00040","R00694,R00734,R01731,R07396,R10845","RC00006,RC00036","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2
lcl|NZ_CP084250.1_cds_WP_248321865.1_935,1097668.BYI23_A009140,0.0,1288.0,"COG0556@1|root,COG0556@2|Bacteria,1MUFK@1224|Proteobacteria,2VHFQ@28216|Betaproteobacteria,1K3H7@119060|Burkholderiaceae",28216|Betaproteobacteria,L,"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage",uvrB,-,-,ko:K03702,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"Helicase_C,ResIII,UVR,UvrB"
lcl|NZ_CP084250.1_cds_WP_371747391.1_936,1458357.BG58_23735,6.08e-127,361.0,"COG3470@1|root,COG3470@2|Bacteria,1RA2Z@1224|Proteobacteria,2VQ7Y@28216|Betaproteobacteria,1K1VQ@119060|Burkholderiaceae",28216|Betaproteobacteria,P,ferrous iron transport protein,tpd,-,-,ko:K07230,-,-,-,-,"ko00000,ko02000","2.A.108.2.10,2.A.108.2.4,2.A.108.2.9",-,-,Iron_transport
lcl|NZ_CP084250.1_cds_WP_248321869.1_937,1458357.BG58_23740,2.48e-62,192.0,"COG4454@1|root,COG4454@2|Bacteria,1QTWM@1224|Proteobacteria,2VU87@28216|Betaproteobacteria,1K8D0@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Cupredoxin-like domain,-,-,-,-,-,-,-,-,-,-,-,-,Cupredoxin_1
lcl|NZ_CP084250.1_cds_WP_248321871.1_938,1097668.BYI23_A009170,2.03e-189,527.0,"COG0672@1|root,COG0672@2|Bacteria,1MX1M@1224|Proteobacteria,2VHEE@28216|Betaproteobacteria,1K21N@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Iron permease,efeU,-,-,ko:K07243,-,-,-,-,"ko00000,ko02000","2.A.108.1,2.A.108.2",-,-,FTR1
lcl|NZ_CP084250.1_cds_WP_248322277.1_939,1458357.BG58_23750,8.9e-317,865.0,"COG0348@1|root,COG0348@2|Bacteria,1N605@1224|Proteobacteria,2VK7D@28216|Betaproteobacteria,1K14H@119060|Burkholderiaceae",28216|Betaproteobacteria,C,4Fe-4S binding domain,vnfA,-,-,-,-,-,-,-,-,-,-,-,Fer4_5
lcl|NZ_CP084250.1_cds_WP_248321873.1_940,1458357.BG58_23755,8.41e-83,246.0,"COG3193@1|root,COG3193@2|Bacteria,1RGUD@1224|Proteobacteria,2VRBU@28216|Betaproteobacteria,1K77V@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Haem-degrading,glcG2,-,-,-,-,-,-,-,-,-,-,-,Haem_degrading
lcl|NZ_CP084250.1_cds_WP_248321874.1_941,1458357.BG58_23760,3.56e-31,111.0,"COG4256@1|root,COG4256@2|Bacteria,1NGJH@1224|Proteobacteria,2VY5P@28216|Betaproteobacteria,1KAEM@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Hemin uptake protein HemP,-,-,-,-,-,-,-,-,-,-,-,-,hemP
lcl|NZ_CP084250.1_cds_WP_244848375.1_942,1071679.BG57_24325,3.48e-103,299.0,"2ADKK@1|root,313B9@2|Bacteria,1RKP2@1224|Proteobacteria,2VSDK@28216|Betaproteobacteria,1K2S2@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF1857),-,-,-,-,-,-,-,-,-,-,-,-,DUF1857
lcl|NZ_CP084250.1_cds_WP_248321875.1_943,1071679.BG57_24320,1.35e-66,204.0,"COG1765@1|root,COG1765@2|Bacteria,1N2BT@1224|Proteobacteria,2VU1M@28216|Betaproteobacteria,1K8YD@119060|Burkholderiaceae",28216|Betaproteobacteria,O,PFAM OsmC family protein,-,-,-,ko:K07397,-,-,-,-,ko00000,-,-,-,OsmC
lcl|NZ_CP084250.1_cds_WP_248321877.1_944,1071679.BG57_24315,3e-200,555.0,"COG1741@1|root,COG1741@2|Bacteria,1MWIP@1224|Proteobacteria,2VHGK@28216|Betaproteobacteria,1K4AM@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Belongs to the pirin family,-,-,-,ko:K06911,-,-,-,-,ko00000,-,-,-,"Pirin,Pirin_C"
lcl|NZ_CP084250.1_cds_WP_248321878.1_945,1071679.BG57_24310,5.3e-215,595.0,"COG0583@1|root,COG0583@2|Bacteria,1MXDQ@1224|Proteobacteria,2VHNE@28216|Betaproteobacteria,1K1VH@119060|Burkholderiaceae",28216|Betaproteobacteria,K,"Transcriptional regulator, LysR family",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_CP084250.1_cds_WP_248321880.1_946,1071679.BG57_24305,3.52e-81,242.0,"COG0848@1|root,COG0848@2|Bacteria,1MZ6M@1224|Proteobacteria,2VT2U@28216|Betaproteobacteria,1KH7P@119060|Burkholderiaceae",28216|Betaproteobacteria,U,Biopolymer,-,-,-,ko:K03559,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,ExbD
lcl|NZ_CP084250.1_cds_WP_248321881.1_947,1458357.BG58_23790,1.08e-162,457.0,"COG0811@1|root,COG0811@2|Bacteria,1NMPB@1224|Proteobacteria,2VJ4U@28216|Betaproteobacteria,1K1X0@119060|Burkholderiaceae",28216|Betaproteobacteria,U,MotA TolQ ExbB proton channel,exbB1,-,-,ko:K03561,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,MotA_ExbB
lcl|NZ_CP084250.1_cds_WP_248321883.1_948,1458357.BG58_23795,2.89e-86,263.0,"COG0810@1|root,COG0810@2|Bacteria,1MZPX@1224|Proteobacteria,2VWQ1@28216|Betaproteobacteria,1K0JW@119060|Burkholderiaceae",28216|Betaproteobacteria,M,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",tonB,-,-,ko:K03832,-,-,-,-,"ko00000,ko02000",2.C.1.1,-,-,TonB_C
lcl|NZ_CP084250.1_cds_WP_244848381.1_949,1071679.BG57_24285,1.77e-40,134.0,"COG2906@1|root,COG2906@2|Bacteria,1PQER@1224|Proteobacteria,2VXTN@28216|Betaproteobacteria,1K9DJ@119060|Burkholderiaceae",28216|Betaproteobacteria,P,PFAM BFD domain protein 2Fe-2S -binding domain protein,bfd,-,-,ko:K02192,-,-,-,-,ko00000,-,-,-,Fer2_BFD
lcl|NZ_CP084250.1_cds_WP_248321884.1_950,1071679.BG57_24280,1.18e-161,457.0,"COG0796@1|root,COG0796@2|Bacteria,1NAI2@1224|Proteobacteria,2VQ46@28216|Betaproteobacteria,1K1D5@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Provides the (R)-glutamate required for cell wall biosynthesis,murI,-,5.1.1.3,ko:K01776,"ko00471,ko01100,map00471,map01100",-,R00260,RC00302,"ko00000,ko00001,ko01000,ko01011",-,-,-,Asp_Glu_race
lcl|NZ_CP084250.1_cds_WP_175940014.1_951,1071679.BG57_24275,2.2e-106,307.0,"COG2193@1|root,COG2193@2|Bacteria,1RCW7@1224|Proteobacteria,2VPZP@28216|Betaproteobacteria,1K1GH@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Iron-storage protein,bfr,-,1.16.3.1,ko:K03594,"ko00860,map00860",-,R00078,RC02758,"ko00000,ko00001,ko01000",-,-,-,Ferritin
lcl|NZ_CP084250.1_cds_WP_248321886.1_952,1071679.BG57_24270,0.0,987.0,"COG1838@1|root,COG1951@1|root,COG1838@2|Bacteria,COG1951@2|Bacteria,1MUV9@1224|Proteobacteria,2VIP7@28216|Betaproteobacteria,1K289@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Catalyzes the reversible hydration of fumarate to (S)- malate,fumA,-,4.2.1.2,ko:K01676,"ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00173,M00374",R01082,RC00443,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Fumerase,Fumerase_C"
lcl|NZ_CP084250.1_cds_WP_371747408.1_953,1097668.BYI23_A009320,3.96e-111,321.0,"COG2862@1|root,COG2862@2|Bacteria,1RANN@1224|Proteobacteria,2VK3P@28216|Betaproteobacteria,1K0S5@119060|Burkholderiaceae",28216|Betaproteobacteria,S,UPF0114 protein,-,-,-,-,-,-,-,-,-,-,-,-,UPF0114
lcl|NZ_CP084250.1_cds_WP_248321889.1_954,1071679.BG57_24255,2.07e-171,484.0,"COG0697@1|root,COG0697@2|Bacteria,1PX5W@1224|Proteobacteria,2VJ2A@28216|Betaproteobacteria,1K1ZI@119060|Burkholderiaceae",28216|Betaproteobacteria,EG,Multidrug DMT transporter permease,-,-,-,-,-,-,-,-,-,-,-,-,EamA
lcl|NZ_CP084250.1_cds_WP_248321891.1_955,1071679.BG57_24250,0.0,1284.0,"COG0365@1|root,COG0365@2|Bacteria,1MUF5@1224|Proteobacteria,2VIP3@28216|Betaproteobacteria,1K0R8@119060|Burkholderiaceae",28216|Betaproteobacteria,F,"Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA",acsA,-,6.2.1.1,ko:K01895,"ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200",M00357,"R00235,R00236,R00316,R00926,R01354","RC00004,RC00012,RC00043,RC00070,RC02746,RC02816","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"ACAS_N,AMP-binding,AMP-binding_C"
lcl|NZ_CP084250.1_cds_WP_248321893.1_956,1071679.BG57_24245,5.03e-50,162.0,"COG4327@1|root,COG4327@2|Bacteria,1NQBY@1224|Proteobacteria,2VV4C@28216|Betaproteobacteria,1K9A7@119060|Burkholderiaceae",28216|Betaproteobacteria,S,solute symporter protein,-,-,-,-,-,-,-,-,-,-,-,-,DUF4212
lcl|NZ_CP084250.1_cds_WP_248321895.1_957,1071679.BG57_24240,0.0,1188.0,"COG4147@1|root,COG4147@2|Bacteria,1MVJ8@1224|Proteobacteria,2VH3P@28216|Betaproteobacteria,1K0SR@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,actP_1,-,-,ko:K14393,-,-,-,-,"ko00000,ko02000",2.A.21.7,-,-,SSF
lcl|NZ_CP084250.1_cds_WP_248321896.1_958,1071679.BG57_24225,6.04e-70,213.0,"2C8DW@1|root,32RKY@2|Bacteria,1MZUD@1224|Proteobacteria,2VVCB@28216|Betaproteobacteria,1K827@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF3597),-,-,-,-,-,-,-,-,-,-,-,-,DUF3597
lcl|NZ_CP084250.1_cds_WP_248321901.1_961,1071679.BG57_24215,1.15e-31,114.0,"2BUD9@1|root,32PP6@2|Bacteria,1PJ7Z@1224|Proteobacteria,2W7SQ@28216|Betaproteobacteria,1KF2P@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248321904.1_963,1071679.BG57_24210,5.1e-38,133.0,"2BUPZ@1|root,32Q0Z@2|Bacteria,1PJPA@1224|Proteobacteria,2W836@28216|Betaproteobacteria,1K84B@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248321906.1_964,1071679.BG57_24205,1.21e-100,300.0,"2AU3B@1|root,3157J@2|Bacteria,1PV8R@1224|Proteobacteria,2WB5N@28216|Betaproteobacteria,1K58X@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF2968),-,-,-,-,-,-,-,-,-,-,-,-,DUF2968
lcl|NZ_CP084250.1_cds_WP_371747392.1_965,1071679.BG57_24200,3.99e-31,110.0,"2EKBF@1|root,33E1U@2|Bacteria,1NIBZ@1224|Proteobacteria,2VYJC@28216|Betaproteobacteria,1KAM2@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248321907.1_966,1071679.BG57_24195,1.31e-44,145.0,"2AGEP@1|root,316KR@2|Bacteria,1PXR8@1224|Proteobacteria,2WD3I@28216|Betaproteobacteria,1K98T@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248321909.1_967,1071679.BG57_24190,3.03e-100,293.0,"COG1873@1|root,COG1873@2|Bacteria,1QTWZ@1224|Proteobacteria,2VT3J@28216|Betaproteobacteria,1K7KH@119060|Burkholderiaceae",28216|Betaproteobacteria,S,PFAM PRC-barrel domain protein,-,-,-,-,-,-,-,-,-,-,-,-,PRC
lcl|NZ_CP084250.1_cds_WP_248321911.1_968,1071679.BG57_24185,1.45e-90,273.0,"COG0328@1|root,COG0328@2|Bacteria,1RJZT@1224|Proteobacteria,2VSDS@28216|Betaproteobacteria,1K6ZY@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Reverse transcriptase-like,-,-,3.1.26.4,ko:K03469,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,RVT_3
lcl|NZ_CP084250.1_cds_WP_248321913.1_969,1071679.BG57_24180,3.12e-127,367.0,"COG1028@1|root,COG1028@2|Bacteria,1RH9P@1224|Proteobacteria,2VNFB@28216|Betaproteobacteria,1K1R6@119060|Burkholderiaceae",28216|Betaproteobacteria,IQ,short-chain dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
lcl|NZ_CP084250.1_cds_WP_248321915.1_970,1071679.BG57_24175,1.39e-229,637.0,"COG3203@1|root,COG3203@2|Bacteria,1QTIH@1224|Proteobacteria,2W98M@28216|Betaproteobacteria,1K46T@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Gram-negative porin,-,-,-,ko:K03285,-,-,-,-,ko00000,1.B.1,-,-,Porin_4
lcl|NZ_CP084250.1_cds_WP_248321917.1_971,1097668.BYI23_A009530,1.46e-111,324.0,"COG1280@1|root,COG1280@2|Bacteria,1RHI1@1224|Proteobacteria,2WFMF@28216|Betaproteobacteria,1KFZG@119060|Burkholderiaceae",28216|Betaproteobacteria,E,LysE type translocator,-,-,-,-,-,-,-,-,-,-,-,-,LysE
lcl|NZ_CP084250.1_cds_WP_248321919.1_972,1071679.BG57_24165,2.83e-291,804.0,"COG3104@1|root,COG3104@2|Bacteria,1MW6W@1224|Proteobacteria,2VNS4@28216|Betaproteobacteria,1K4VU@119060|Burkholderiaceae",28216|Betaproteobacteria,E,amino acid peptide transporter,dtpA,-,-,ko:K03305,-,-,-,-,ko00000,2.A.17,-,-,PTR2
lcl|NZ_CP084250.1_cds_WP_006999077.1_973,1071679.BG57_33015,2.2e-38,128.0,"COG0828@1|root,COG0828@2|Bacteria,1MZCC@1224|Proteobacteria,2VTZ4@28216|Betaproteobacteria,1KAQQ@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Belongs to the bacterial ribosomal protein bS21 family,rpsU,-,-,ko:K02970,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S21
lcl|NZ_CP084250.1_cds_WP_371747393.1_974,1458357.BG58_14155,1.02e-48,157.0,"COG1018@1|root,COG1018@2|Bacteria,1N8XZ@1224|Proteobacteria,2VVY7@28216|Betaproteobacteria,1K8DI@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Ferredoxin,-,-,-,-,-,-,-,-,-,-,-,-,Fer2
lcl|NZ_CP084250.1_cds_WP_248321921.1_975,1071679.BG57_33005,1.18e-118,341.0,"COG1739@1|root,COG1739@2|Bacteria,1NFJC@1224|Proteobacteria,2VKTT@28216|Betaproteobacteria,1K1V7@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF1949),yigZ,-,-,-,-,-,-,-,-,-,-,-,"DUF1949,UPF0029"
lcl|NZ_CP084250.1_cds_WP_248321922.1_976,1071679.BG57_33000,2.01e-104,303.0,"COG1247@1|root,COG1247@2|Bacteria,1RDHN@1224|Proteobacteria,2VQM1@28216|Betaproteobacteria,1K34Z@119060|Burkholderiaceae",28216|Betaproteobacteria,M,N-acetyltransferase,pat,-,2.3.1.183,ko:K03823,"ko00440,ko01130,map00440,map01130",-,"R08871,R08938","RC00004,RC00064","ko00000,ko00001,ko01000",-,-,-,Acetyltransf_4
lcl|NZ_CP084250.1_cds_WP_248321924.1_977,1458357.BG58_14170,4.74e-283,785.0,"COG4943@1|root,COG4943@2|Bacteria,1MVTH@1224|Proteobacteria,2VNSA@28216|Betaproteobacteria,1K46Y@119060|Burkholderiaceae",28216|Betaproteobacteria,T,CSS motif domain associated with EAL,-,-,-,-,-,-,-,-,-,-,-,-,"CSS-motif,EAL"
lcl|NZ_CP084250.1_cds_WP_206467959.1_978,1071679.BG57_09200,1.79e-77,232.0,"2CIIF@1|root,315FB@2|Bacteria,1R368@1224|Proteobacteria,2WIFR@28216|Betaproteobacteria,1KISF@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084250.1_cds_WP_175940037.1_979,1458357.BG58_14180,9.49e-143,405.0,"COG4215@1|root,COG4215@2|Bacteria,1MY2N@1224|Proteobacteria,2VQ22@28216|Betaproteobacteria,1K2UI@119060|Burkholderiaceae",28216|Betaproteobacteria,P,"TIGRFAM polar amino acid ABC transporter, inner membrane subunit",hisQ,-,-,"ko:K02029,ko:K10016,ko:K10024","ko02010,map02010","M00225,M00226,M00235,M00236",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.3,3.A.1.3.1,3.A.1.3.11",-,-,BPD_transp_1
lcl|NZ_CP084250.1_cds_WP_248321926.1_980,1071679.BG57_09190,7.24e-151,426.0,"COG4160@1|root,COG4160@2|Bacteria,1MWI6@1224|Proteobacteria,2VKRC@28216|Betaproteobacteria,1K1V5@119060|Burkholderiaceae",28216|Betaproteobacteria,P,amino acid ABC transporter,-,-,-,ko:K10015,"ko02010,map02010","M00225,M00226",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.1,-,-,BPD_transp_1
lcl|NZ_CP084250.1_cds_WP_206467962.1_981,1458357.BG58_14190,2.58e-175,490.0,"COG4598@1|root,COG4598@2|Bacteria,1QTS2@1224|Proteobacteria,2WGG5@28216|Betaproteobacteria,1K33X@119060|Burkholderiaceae",28216|Betaproteobacteria,E,PFAM ABC transporter related,hisP,-,3.6.3.21,"ko:K10017,ko:K10025","ko02010,map02010","M00225,M00226,M00235",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.3.1,3.A.1.3.11",-,-,ABC_tran
lcl|NZ_CP084250.1_cds_WP_248322280.1_982,1071679.BG57_09180,1.26e-222,615.0,"COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,2VNBC@28216|Betaproteobacteria,1K015@119060|Burkholderiaceae",28216|Betaproteobacteria,K,PFAM helix-turn-helix- domain containing protein AraC type,argR,-,-,ko:K21825,-,-,-,-,"ko00000,ko03000",-,-,-,HTH_18
lcl|NZ_CP084250.1_cds_WP_248321928.1_983,1071679.BG57_09175,4.88e-281,769.0,"COG4992@1|root,COG4992@2|Bacteria,1MV3C@1224|Proteobacteria,2VHEB@28216|Betaproteobacteria,1JZS3@119060|Burkholderiaceae",28216|Betaproteobacteria,E,acetylornithine aminotransferase,argD,-,"2.6.1.11,2.6.1.17,2.6.1.81","ko:K00821,ko:K00840","ko00220,ko00300,ko00330,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map00330,map01100,map01110,map01120,map01130,map01210,map01230","M00016,M00028,M00845","R02283,R04217,R04475","RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3
lcl|NZ_CP084250.1_cds_WP_248321930.1_984,1071679.BG57_09170,3.93e-215,598.0,"COG3138@1|root,COG3138@2|Bacteria,1NMVM@1224|Proteobacteria,2VPIQ@28216|Betaproteobacteria,1KHJ4@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Arginine N-succinyltransferase beta subunit,-,-,2.3.1.109,ko:K00673,"ko00330,ko01100,map00330,map01100",-,R00832,"RC00004,RC00064","ko00000,ko00001,ko01000",-,-,-,AstA
lcl|NZ_CP084250.1_cds_WP_206467966.1_985,1071679.BG57_09165,1.04e-225,624.0,"COG3138@1|root,COG3138@2|Bacteria,1MWHC@1224|Proteobacteria,2VH2T@28216|Betaproteobacteria,1K1AP@119060|Burkholderiaceae",28216|Betaproteobacteria,E,arginine N-succinyltransferase,astA,-,2.3.1.109,ko:K00673,"ko00330,ko01100,map00330,map01100",-,R00832,"RC00004,RC00064","ko00000,ko00001,ko01000",-,-,-,AstA
lcl|NZ_CP084250.1_cds_WP_248321932.1_986,1071679.BG57_09160,0.0,896.0,"COG1012@1|root,COG1012@2|Bacteria,1MV2I@1224|Proteobacteria,2VN9F@28216|Betaproteobacteria,1K15G@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Catalyzes the NAD-dependent reduction of succinylglutamate semialdehyde into succinylglutamate,astD,-,1.2.1.71,ko:K06447,"ko00330,ko01100,map00330,map01100",-,R05049,RC00080,"ko00000,ko00001,ko01000",-,-,-,Aldedh
lcl|NZ_CP084250.1_cds_WP_248321934.1_987,1071679.BG57_09155,4.09e-288,791.0,"COG3724@1|root,COG3724@2|Bacteria,1MUJV@1224|Proteobacteria,2VP16@28216|Betaproteobacteria,1K0AZ@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"Catalyzes the hydrolysis of N(2)-succinylarginine into N(2)-succinylornithine, ammonia and CO(2)",astB,-,3.5.3.23,ko:K01484,"ko00330,ko01100,map00330,map01100",-,R04189,RC00024,"ko00000,ko00001,ko01000",-,-,-,AstB
lcl|NZ_CP084250.1_cds_WP_248321936.1_988,1071679.BG57_09150,1.53e-198,555.0,"COG2988@1|root,COG2988@2|Bacteria,1MW1T@1224|Proteobacteria,2VKCT@28216|Betaproteobacteria,1JZRB@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Belongs to the AspA AstE family. Succinylglutamate desuccinylase subfamily,astE,-,3.5.1.96,ko:K05526,"ko00330,ko01100,map00330,map01100",-,R00411,"RC00064,RC00090","ko00000,ko00001,ko01000",-,-,-,AstE_AspA
lcl|NZ_CP084250.1_cds_WP_248321938.1_989,1097668.BYI23_A009710,6.7e-169,474.0,"COG0834@1|root,COG0834@2|Bacteria,1NT2J@1224|Proteobacteria,2VJW5@28216|Betaproteobacteria,1K0AX@119060|Burkholderiaceae",28216|Betaproteobacteria,ET,belongs to the bacterial solute-binding protein 3 family,-,-,-,ko:K10013,"ko02010,map02010",M00225,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.1,-,-,SBP_bac_3
lcl|NZ_CP084250.1_cds_WP_248321940.1_990,216591.BCAM1051,1.38e-45,151.0,"COG3654@1|root,COG3654@2|Bacteria,1PIZ2@1224|Proteobacteria,2W7IZ@28216|Betaproteobacteria,1KEP7@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Fic/DOC family,-,-,-,ko:K07341,-,-,-,-,"ko00000,ko02048",-,-,-,Fic
lcl|NZ_CP084250.1_cds_WP_206467970.1_992,1097668.BYI23_A009720,6.36e-179,501.0,"COG1566@1|root,COG1566@2|Bacteria,1MWG0@1224|Proteobacteria,2VM0Q@28216|Betaproteobacteria,1K1FG@119060|Burkholderiaceae",28216|Betaproteobacteria,V,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,aaeA,-,-,-,-,-,-,-,-,-,-,-,"Biotin_lipoyl_2,HlyD_3"
lcl|NZ_CP084250.1_cds_WP_206467971.1_993,1071679.BG57_09135,3.36e-38,127.0,"2EGFD@1|root,33A7D@2|Bacteria,1NH03@1224|Proteobacteria,2VXXS@28216|Betaproteobacteria,1KAAN@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF1656),-,-,-,-,-,-,-,-,-,-,-,-,DUF1656
lcl|NZ_CP084250.1_cds_WP_248321944.1_994,1071679.BG57_09130,0.0,1150.0,"COG1289@1|root,COG1289@2|Bacteria,1MX9H@1224|Proteobacteria,2VK3A@28216|Betaproteobacteria,1K20M@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Fusaric acid resistance protein,-,-,-,-,-,-,-,-,-,-,-,-,FUSC
lcl|NZ_CP084250.1_cds_WP_248321945.1_995,1071679.BG57_09125,5.41e-288,795.0,"COG1538@1|root,COG1538@2|Bacteria,1MUZZ@1224|Proteobacteria,2VH6M@28216|Betaproteobacteria,1K16Z@119060|Burkholderiaceae",28216|Betaproteobacteria,M,"RND efflux system, outer membrane lipoprotein, NodT family",fusA2,-,-,-,-,-,-,-,-,-,-,-,OEP
lcl|NZ_CP084250.1_cds_WP_175940054.1_996,1071679.BG57_09120,6.31e-203,564.0,"COG0583@1|root,COG0583@2|Bacteria,1R70X@1224|Proteobacteria,2VZ6R@28216|Betaproteobacteria,1KFWX@119060|Burkholderiaceae",28216|Betaproteobacteria,K,"transcriptional Regulator, LysR family",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
